path	parent	name	synapseStore	contentType	used	executed	activityName	activityDescription	libraryPrep	consortium	grant	fileFormat	dataSubtype	runType	modelSystemName	organ	individualID	specimenID	resourceType	isModelSystem	platform	nucleicAcidSource	study	assay	readLength	species	tissue	dataType
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_38.FCHJKY5BBXX_L7_ITTAGGC.bam_R1.fastq.gz	syn18457738	APOE_3M_38.FCHJKY5BBXX_L7_ITTAGGC.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE4-3	APOE_3M_38	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_30.FCHJKY5BBXX_L5_IGGCTAC.bam_R2.fastq.gz	syn18457738	APOE_3M_30.FCHJKY5BBXX_L5_IGGCTAC.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE4-1	APOE_3M_30	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_30.FCHJKY5BBXX_L5_IGGCTAC.bam_R1.fastq.gz	syn18457738	APOE_3M_30.FCHJKY5BBXX_L5_IGGCTAC.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE4-1	APOE_3M_30	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_3.FCHJKY5BBXX_L1_IACTTGA.bam_R2.fastq.gz	syn18457738	APOE_3M_3.FCHJKY5BBXX_L1_IACTTGA.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE2-9	APOE_3M_3	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_38.FCHJKY5BBXX_L7_ITTAGGC.bam_R2.fastq.gz	syn18457738	APOE_3M_38.FCHJKY5BBXX_L7_ITTAGGC.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE4-3	APOE_3M_38	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_40.FCHJKY5BBXX_L7_IGATCAG.bam_R1.fastq.gz	syn18457738	APOE_3M_40.FCHJKY5BBXX_L7_IGATCAG.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE2-13	APOE_3M_40	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_4.FCHJKY5BBXX_L1_IGATCAG.bam_R2.fastq.gz	syn18457738	APOE_3M_4.FCHJKY5BBXX_L1_IGATCAG.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE3-4	APOE_3M_4	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_39.FCHJKY5BBXX_L7_IACTTGA.bam_R2.fastq.gz	syn18457738	APOE_3M_39.FCHJKY5BBXX_L7_IACTTGA.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE2-11	APOE_3M_39	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_39.FCHJKY5BBXX_L7_IACTTGA.bam_R1.fastq.gz	syn18457738	APOE_3M_39.FCHJKY5BBXX_L7_IACTTGA.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE2-11	APOE_3M_39	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_41.FCHJKY5BBXX_L7_ITAGCTT.bam_R1.fastq.gz	syn18457738	APOE_3M_41.FCHJKY5BBXX_L7_ITAGCTT.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE2-16	APOE_3M_41	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_40.FCHJKY5BBXX_L7_IGATCAG.bam_R2.fastq.gz	syn18457738	APOE_3M_40.FCHJKY5BBXX_L7_IGATCAG.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE2-13	APOE_3M_40	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_44.FCHJKY5BBXX_L8_IGTTTCG.bam_R1.fastq.gz	syn18457738	APOE_3M_44.FCHJKY5BBXX_L8_IGTTTCG.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE3-5	APOE_3M_44	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_4.FCHJKY5BBXX_L1_IGATCAG.bam_R1.fastq.gz	syn18457738	APOE_3M_4.FCHJKY5BBXX_L1_IGATCAG.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE3-4	APOE_3M_4	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_44.FCHJKY5BBXX_L8_IGTTTCG.bam_R2.fastq.gz	syn18457738	APOE_3M_44.FCHJKY5BBXX_L8_IGTTTCG.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE3-5	APOE_3M_44	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_43.FCHJKY5BBXX_L8_IGTGGCC.bam_R1.fastq.gz	syn18457738	APOE_3M_43.FCHJKY5BBXX_L8_IGTGGCC.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE3-7	APOE_3M_43	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_45.FCHJKY5BBXX_L8_ICGTACG.bam_R1.fastq.gz	syn18457738	APOE_3M_45.FCHJKY5BBXX_L8_ICGTACG.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE3-13	APOE_3M_45	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_42.FCHJKY5BBXX_L7_IGGCTAC.bam_R1.fastq.gz	syn18457738	APOE_3M_42.FCHJKY5BBXX_L7_IGGCTAC.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE4-9	APOE_3M_42	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_34.FCHJKY5BBXX_L6_IGAGTGG.bam_R1.fastq.gz	syn18457738	APOE_3M_34.FCHJKY5BBXX_L6_IGAGTGG.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE4-15	APOE_3M_34	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_33.FCHJKY5BBXX_L6_ICGTACG.bam_R1.fastq.gz	syn18457738	APOE_3M_33.FCHJKY5BBXX_L6_ICGTACG.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE2-2	APOE_3M_33	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_35.FCHJKY5BBXX_L6_IACTGAT.bam_R1.fastq.gz	syn18457738	APOE_3M_35.FCHJKY5BBXX_L6_IACTGAT.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE2-12	APOE_3M_35	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_36.FCHJKY5BBXX_L6_IATTCCT.bam_R1.fastq.gz	syn18457738	APOE_3M_36.FCHJKY5BBXX_L6_IATTCCT.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE3-10	APOE_3M_36	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_35.FCHJKY5BBXX_L6_IACTGAT.bam_R2.fastq.gz	syn18457738	APOE_3M_35.FCHJKY5BBXX_L6_IACTGAT.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE2-12	APOE_3M_35	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_29.FCHJKY5BBXX_L5_ITAGCTT.bam_R1.fastq.gz	syn18457738	APOE_3M_29.FCHJKY5BBXX_L5_ITAGCTT.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE2-5	APOE_3M_29	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_45.FCHJKY5BBXX_L8_ICGTACG.bam_R2.fastq.gz	syn18457738	APOE_3M_45.FCHJKY5BBXX_L8_ICGTACG.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE3-13	APOE_3M_45	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_29.FCHJKY5BBXX_L5_ITAGCTT.bam_R2.fastq.gz	syn18457738	APOE_3M_29.FCHJKY5BBXX_L5_ITAGCTT.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE2-5	APOE_3M_29	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_36.FCHJKY5BBXX_L6_IATTCCT.bam_R2.fastq.gz	syn18457738	APOE_3M_36.FCHJKY5BBXX_L6_IATTCCT.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE3-10	APOE_3M_36	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_46.FCHJKY5BBXX_L8_IGAGTGG.bam_R1.fastq.gz	syn18457738	APOE_3M_46.FCHJKY5BBXX_L8_IGAGTGG.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE3-12	APOE_3M_46	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_43.FCHJKY5BBXX_L8_IGTGGCC.bam_R2.fastq.gz	syn18457738	APOE_3M_43.FCHJKY5BBXX_L8_IGTGGCC.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE3-7	APOE_3M_43	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_41.FCHJKY5BBXX_L7_ITAGCTT.bam_R2.fastq.gz	syn18457738	APOE_3M_41.FCHJKY5BBXX_L7_ITAGCTT.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE2-16	APOE_3M_41	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_47.FCHJKY5BBXX_L8_IACTGAT.bam_R1.fastq.gz	syn18457738	APOE_3M_47.FCHJKY5BBXX_L8_IACTGAT.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE2-6	APOE_3M_47	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_42.FCHJKY5BBXX_L7_IGGCTAC.bam_R2.fastq.gz	syn18457738	APOE_3M_42.FCHJKY5BBXX_L7_IGGCTAC.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE4-9	APOE_3M_42	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_46.FCHJKY5BBXX_L8_IGAGTGG.bam_R2.fastq.gz	syn18457738	APOE_3M_46.FCHJKY5BBXX_L8_IGAGTGG.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE3-12	APOE_3M_46	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_47.FCHJKY5BBXX_L8_IACTGAT.bam_R2.fastq.gz	syn18457738	APOE_3M_47.FCHJKY5BBXX_L8_IACTGAT.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE2-6	APOE_3M_47	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_48.FCHJKY5BBXX_L8_IATTCCT.bam_R1.fastq.gz	syn18457738	APOE_3M_48.FCHJKY5BBXX_L8_IATTCCT.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE4-12	APOE_3M_48	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_48.FCHJKY5BBXX_L8_IATTCCT.bam_R2.fastq.gz	syn18457738	APOE_3M_48.FCHJKY5BBXX_L8_IATTCCT.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE4-12	APOE_3M_48	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_7.FCHJKY5BBXX_L2_IGTGGCC.bam_R1.fastq.gz	syn18457738	APOE_3M_7.FCHJKY5BBXX_L2_IGTGGCC.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE4-2	APOE_3M_7	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_6.FCHJKY5BBXX_L1_IGGCTAC.bam_R1.fastq.gz	syn18457738	APOE_3M_6.FCHJKY5BBXX_L1_IGGCTAC.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE4-7	APOE_3M_6	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_7.FCHJKY5BBXX_L2_IGTGGCC.bam_R2.fastq.gz	syn18457738	APOE_3M_7.FCHJKY5BBXX_L2_IGTGGCC.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE4-2	APOE_3M_7	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_8.FCHJKY5BBXX_L2_IGTTTCG.bam_R2.fastq.gz	syn18457738	APOE_3M_8.FCHJKY5BBXX_L2_IGTTTCG.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE4-6	APOE_3M_8	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_8.FCHJKY5BBXX_L2_IGTTTCG.bam_R1.fastq.gz	syn18457738	APOE_3M_8.FCHJKY5BBXX_L2_IGTTTCG.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE4-6	APOE_3M_8	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-13.FCHN3VNBBXX_L5_IATCACG.bam_R1.fastq.gz	syn18457738	ApoE-13.FCHN3VNBBXX_L5_IATCACG.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE4_24M_7	ApoE-13	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-13.FCHN3VNBBXX_L5_IATCACG.bam_R2.fastq.gz	syn18457738	ApoE-13.FCHN3VNBBXX_L5_IATCACG.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE4_24M_7	ApoE-13	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_9.FCHJKY5BBXX_L2_ICGTACG.bam_R1.fastq.gz	syn18457738	APOE_3M_9.FCHJKY5BBXX_L2_ICGTACG.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE2-3	APOE_3M_9	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-14.FCHN3VNBBXX_L5_ITTAGGC.bam_R1.fastq.gz	syn18457738	ApoE-14.FCHN3VNBBXX_L5_ITTAGGC.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE3_24M_5	ApoE-14	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-15.FCHN3VNBBXX_L5_IACTTGA.bam_R1.fastq.gz	syn18457738	ApoE-15.FCHN3VNBBXX_L5_IACTTGA.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE2_12M_4	ApoE-15	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-12.FCHN3VNBBXX_L4_IATTCCT.bam_R1.fastq.gz	syn18457738	ApoE-12.FCHN3VNBBXX_L4_IATTCCT.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE3_12M_1	ApoE-12	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-11.FCHN3VNBBXX_L4_IACTGAT.bam_R1.fastq.gz	syn18457738	ApoE-11.FCHN3VNBBXX_L4_IACTGAT.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE2_24M_11	ApoE-11	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/APOE_3M_9.FCHJKY5BBXX_L2_ICGTACG.bam_R2.fastq.gz	syn18457738	APOE_3M_9.FCHJKY5BBXX_L2_ICGTACG.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	APOE2-3	APOE_3M_9	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	51.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-1.FCHN3VNBBXX_L3_IATCACG.bam_R2.fastq.gz	syn18457738	ApoE-1.FCHN3VNBBXX_L3_IATCACG.bam_R2.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE2_12M_15	ApoE-1	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-1.FCHN3VNBBXX_L3_IATCACG.bam_R1.fastq.gz	syn18457738	ApoE-1.FCHN3VNBBXX_L3_IATCACG.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE2_12M_15	ApoE-1	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
/hpcfs/users/a1647910/211001_APOE_Mm_ASE/00_rawData/fastq/ApoE-10.FCHN3VNBBXX_L4_IGAGTGG.bam_R1.fastq.gz	syn18457738	ApoE-10.FCHN3VNBBXX_L4_IGAGTGG.bam_R1.fastq.gz	True	application/octet-stream					polyAselection	M2OVE-AD	RF1AG051504	fastq	raw	pairedEnd	APOE-TR	brain	ApoE2_12M_3	ApoE-10	experimentalData	TRUE	HiSeq4000	bulk cell	APOE-TR	rnaSeq	50.0	Mouse	cerebral cortex	geneExpression
